ID,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
7434,13,34,2,1,1,2,IN,5,2,5,4,4,2,4,2,5,1,1,4,4,3,1,1,4,2,1,1,5,5,1,5,1,4,1,5,5,5,4,3,5,1,2,1,5,1,5,3,4,2,4,1,5,1,5,4,3,5
7435,3,17,1,2,1,2,US,3,2,5,3,5,1,5,3,4,3,5,2,5,1,3,5,5,5,5,5,1,5,2,5,1,5,1,5,5,2,4,4,4,4,2,4,5,2,4,4,3,2,5,2,5,1,3,4,5,5
7436,3,17,1,2,1,2,US,3,3,1,4,2,4,2,5,1,4,5,1,5,2,4,5,4,5,5,4,1,4,4,4,2,3,1,5,5,3,5,4,5,4,1,5,5,4,5,4,4,4,5,4,5,1,5,4,5,4
7437,3,27,2,1,1,1,GB,3,1,4,1,5,1,5,4,3,2,4,2,3,1,3,4,5,5,5,2,2,4,3,4,2,4,2,4,4,4,4,2,5,2,4,2,5,2,4,4,4,1,3,2,4,2,4,4,5,4
7439,3,17,2,2,1,2,US,1,3,4,3,4,3,3,4,1,5,1,5,5,5,1,1,3,1,4,5,5,3,1,5,1,5,1,5,5,5,4,1,5,2,5,3,5,2,4,1,5,4,5,2,5,1,1,4,1,3
7440,4,25,2,1,1,1,IN,1,1,5,2,5,1,5,1,5,1,1,4,4,2,4,5,4,5,3,4,5,5,1,5,1,5,2,5,5,5,3,4,3,2,4,2,1,2,2,3,4,1,5,1,5,2,5,1,4,5
7441,3,19,1,1,1,1,AU,1,2,2,3,2,2,2,5,1,4,1,4,2,5,2,2,1,1,3,1,4,3,1,3,4,3,4,2,2,2,3,3,4,3,2,4,2,3,2,4,4,2,5,2,4,1,3,4,5,4
7442,3,25,2,2,1,1,GB,3,5,1,5,3,4,1,5,1,5,4,3,5,5,4,4,1,1,4,5,3,4,3,4,2,4,1,5,4,3,2,1,5,3,3,1,5,1,3,5,2,1,5,1,4,2,3,1,5,4
7443,3,23,1,2,1,1,GB,3,1,2,3,4,2,3,3,3,2,4,2,4,1,3,4,4,4,3,4,1,5,2,4,2,4,2,4,3,3,3,4,4,3,2,3,2,2,3,3,4,1,5,1,3,2,3,3,4,4
7444,4,38,1,2,1,2,IN,4,3,4,3,4,3,3,2,4,4,3,4,3,3,3,4,3,4,4,3,5,4,2,4,2,4,2,4,4,4,4,3,4,2,4,4,4,2,4,4,3,3,4,3,4,2,2,2,4,4
7445,3,24,2,2,1,1,ES,2,3,3,4,1,3,1,5,1,5,5,1,5,1,5,5,5,5,5,5,4,4,5,4,1,5,2,3,4,2,3,4,5,4,2,5,5,5,4,4,3,4,5,3,1,2,3,2,5,1
7446,3,40,1,1,1,1,AE,3,2,3,2,3,2,1,3,1,5,3,3,1,2,3,3,3,4,5,3,1,3,1,5,2,5,2,5,5,3,3,1,3,3,4,3,4,3,3,3,3,3,3,3,3,1,2,3,5,3
7447,3,54,1,1,1,1,EU,1,4,2,4,2,4,1,5,1,5,3,4,4,2,4,4,2,2,3,3,2,2,2,4,2,4,3,4,3,2,4,3,4,2,2,2,4,2,4,4,5,1,4,1,4,2,4,3,4,4
7448,3,18,2,2,1,2,BG,1,5,1,5,2,5,1,2,4,5,5,1,5,1,5,5,4,5,4,5,4,2,1,3,2,5,2,3,5,1,2,5,4,5,1,5,1,4,2,4,5,1,5,1,4,1,4,5,4,4
7449,3,17,1,1,1,5,US,4,1,4,1,5,1,5,2,5,1,4,2,3,1,3,3,4,3,3,3,1,5,2,3,1,3,1,5,5,3,2,3,4,3,1,4,2,2,3,3,4,1,5,1,5,1,4,3,4,5
7450,13,25,2,2,1,1,IN,3,2,4,3,4,2,4,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,1,4,2,4,2,4,4,4,3,3,4,4,3,3,4,3,3,3,5,3,4,3,4,2,3,2,4,4
7451,11,16,2,2,1,2,PH,2,2,4,3,3,2,4,3,4,5,4,4,4,3,3,4,5,4,5,2,1,3,3,5,1,4,2,4,4,3,3,3,3,4,4,5,4,2,4,4,4,3,5,2,2,2,4,4,5,3
7452,5,18,1,2,1,1,US,3,3,3,4,4,4,4,4,4,4,4,4,5,3,3,3,3,2,4,2,1,3,1,5,2,5,3,4,5,4,5,1,5,1,5,1,5,1,4,5,3,2,4,2,4,2,4,3,5,4
7453,12,17,1,2,1,2,US,4,1,5,1,5,1,5,1,5,1,1,4,1,1,4,4,3,3,3,1,4,5,2,2,2,2,1,2,2,5,2,3,3,1,2,2,1,3,3,3,2,1,2,4,4,1,5,2,2,5
7454,4,44,2,1,1,5,IN,4,2,5,3,4,2,4,3,4,3,3,4,5,3,3,3,4,4,3,3,2,4,2,4,2,4,2,4,4,4,4,2,5,2,3,1,4,3,4,4,3,2,4,3,4,2,4,3,3,4
7455,1,14,1,2,1,1,US,3,1,3,5,4,2,3,5,3,5,5,3,5,3,2,5,5,5,5,3,1,4,5,4,1,3,3,5,5,4,4,5,4,3,2,5,5,3,4,4,4,5,5,3,5,3,4,3,5,5
7456,6,17,1,1,1,2,US,1,3,2,2,4,2,4,2,4,4,2,2,4,3,3,3,3,2,3,1,3,3,3,4,3,3,2,3,3,2,4,2,4,2,2,2,3,3,4,3,3,4,4,3,3,3,4,3,5,3
7457,3,16,1,2,2,1,GB,1,1,1,5,1,5,1,5,1,5,4,2,3,3,1,1,4,3,4,4,5,1,3,1,5,1,5,1,1,3,4,1,5,2,5,1,4,1,5,3,4,3,4,2,4,2,4,4,4,4
7458,3,51,2,2,1,1,GH,4,1,5,1,5,1,4,3,4,2,2,4,2,5,2,4,3,2,2,1,2,2,3,2,2,2,2,4,4,4,4,3,5,2,3,1,4,3,4,4,4,2,4,2,4,3,4,3,4,4
7459,3,34,2,1,1,2,IT,2,2,2,5,3,3,3,4,4,3,4,3,4,3,1,4,3,3,3,3,2,4,1,5,1,2,1,4,4,5,2,4,4,4,3,3,3,2,3,4,5,2,4,2,4,3,4,4,5,4
7460,11,19,1,2,1,2,MY,3,2,3,3,3,2,4,2,4,4,4,4,4,1,4,4,4,4,5,4,4,5,3,4,3,4,3,4,4,4,4,5,4,5,2,4,2,2,4,3,5,3,5,3,5,1,4,5,4,5
7461,13,20,1,2,1,1,PH,4,1,4,4,5,1,2,1,2,5,2,5,2,5,1,2,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,3,2,4,4,5,1,4,5,4,3,5,3,5,1,5,3,5,5
7462,3,15,1,1,1,2,US,3,4,4,4,4,5,4,1,4,3,1,5,2,1,4,1,2,1,4,1,3,5,1,4,1,5,1,4,4,5,5,1,5,1,3,3,5,2,5,5,5,2,5,3,5,1,4,5,2,5
7463,1,18,1,1,1,2,US,5,1,5,4,5,1,5,2,5,1,1,5,3,1,1,1,1,1,2,1,3,5,1,3,4,5,3,5,3,4,5,3,5,2,5,4,5,3,5,4,3,2,5,2,5,1,5,4,4,5
7464,3,19,1,2,1,1,GB,4,1,5,1,5,1,4,1,5,2,1,4,3,3,3,1,3,1,2,2,3,5,3,4,2,3,2,4,4,2,3,4,3,2,2,4,2,2,3,4,4,1,5,1,5,1,5,4,4,4
7465,11,18,2,1,1,1,PH,4,2,3,3,4,4,4,3,4,5,3,4,5,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,4,4,4,2,4,3,3,5,4,3,5,4,3,3,4,3,3,2,4,3,4,3
7466,3,17,1,2,1,5,US,5,1,5,1,5,1,5,2,5,1,5,3,3,4,5,3,2,3,3,1,5,4,2,4,1,4,1,4,5,4,5,4,3,4,5,5,4,2,4,4,1,3,4,2,5,1,4,1,3,5
7467,3,33,2,2,1,1,NO,1,4,5,5,4,4,2,4,4,4,3,4,4,5,4,1,1,1,2,1,1,4,1,5,1,5,1,5,4,3,4,3,3,2,5,2,4,2,4,3,3,2,4,2,2,2,4,2,4,4
7468,3,44,1,2,1,1,AU,1,5,2,4,2,4,2,5,1,4,3,4,4,4,4,4,2,2,4,2,1,3,1,5,2,5,3,4,5,2,4,4,2,2,2,4,4,2,4,4,5,1,4,1,5,2,4,3,4,4
7469,3,17,1,2,1,2,US,3,1,3,3,3,1,2,3,3,5,5,3,5,3,4,5,5,5,5,2,1,4,3,5,2,5,2,4,3,4,4,3,4,4,3,4,5,3,4,4,3,2,2,2,4,2,5,2,4,5
7470,3,17,1,2,2,2,US,2,3,3,2,3,2,2,5,1,5,4,4,4,1,3,4,2,1,3,1,1,2,2,4,2,5,3,5,4,4,5,1,4,1,4,1,5,2,5,4,3,4,3,4,4,2,5,2,4,4
7472,3,17,1,2,1,2,US,2,3,3,5,3,4,1,5,1,5,5,3,5,1,1,4,5,5,5,4,1,3,2,5,2,5,3,4,4,3,5,2,5,2,4,2,5,2,4,3,5,2,5,2,4,2,5,4,5,4
7473,3,17,1,2,1,2,US,3,3,5,1,5,2,5,3,4,4,2,4,5,5,1,1,1,1,5,1,4,4,3,5,3,3,1,5,5,5,5,1,5,1,5,1,5,1,5,5,4,1,5,1,3,1,5,5,5,5
7474,3,17,1,2,1,2,US,5,1,5,3,5,1,5,5,5,1,3,5,5,4,4,3,3,2,2,1,1,5,2,5,2,5,1,4,5,5,4,3,4,4,2,4,4,2,4,5,4,4,5,3,4,1,5,4,5,5
7475,3,17,1,2,2,2,US,1,4,2,5,1,4,1,1,1,5,2,3,4,2,3,1,4,3,5,3,2,4,2,2,3,3,3,3,2,2,4,2,3,4,1,4,1,3,1,3,4,4,3,3,1,4,3,3,4,2
7477,13,18,1,2,1,2,US,5,1,5,1,5,2,5,4,5,1,2,4,4,4,3,2,3,2,1,2,2,3,3,3,3,3,3,3,3,5,2,3,4,2,2,2,3,3,2,3,5,1,4,5,4,1,4,5,4,5
7478,5,17,2,2,1,1,PK,3,4,4,4,3,4,4,2,4,4,4,1,4,2,2,4,4,4,5,3,2,2,2,2,4,3,4,2,1,4,2,1,2,5,4,2,1,3,1,4,4,1,5,1,4,1,5,2,5,4
7479,1,19,1,1,1,4,US,3,4,3,2,1,4,2,2,3,5,3,5,2,4,2,2,2,2,3,1,1,4,2,4,2,4,3,4,4,1,4,4,2,5,2,5,1,4,2,2,4,1,2,1,3,3,5,4,4,4
7480,3,25,1,2,1,5,US,3,2,4,3,4,3,2,4,2,4,3,2,4,4,2,4,3,1,3,1,2,4,2,4,2,4,2,5,4,3,4,3,5,3,5,1,5,2,5,5,4,3,4,2,3,2,4,3,3,4
7481,1,17,1,1,1,2,US,1,4,4,4,2,3,1,5,4,3,3,5,3,3,1,2,2,1,1,2,1,3,3,5,1,4,2,3,4,4,4,2,5,1,3,2,4,4,2,4,5,1,5,1,4,1,5,5,4,5
7483,3,20,1,1,1,1,US,1,4,3,4,2,2,1,3,3,2,4,2,4,3,1,2,3,2,3,2,2,4,1,4,2,2,2,4,4,4,4,4,4,2,2,1,4,2,5,4,4,2,4,2,4,1,3,3,5,4
7484,3,61,1,2,1,1,GB,3,2,5,3,5,2,5,2,5,1,4,2,4,3,3,2,1,1,4,3,1,5,1,4,1,5,1,5,5,5,4,5,4,1,4,4,4,1,4,4,5,2,2,2,4,4,5,4,5,2
7485,4,23,2,2,1,1,IN,1,2,2,3,3,3,1,5,4,5,5,2,5,1,5,5,4,4,5,5,1,3,1,4,4,5,4,3,4,5,2,4,3,4,2,5,4,5,1,3,5,5,4,4,2,3,3,3,5,2
7486,3,18,1,2,1,4,US,4,1,2,2,5,1,5,2,5,4,4,3,4,4,2,3,3,3,4,1,1,5,2,5,1,4,1,4,4,4,3,4,5,3,2,4,4,3,4,4,4,2,5,2,3,1,2,4,4,3
7487,6,18,2,1,1,1,US,1,3,3,5,2,1,1,2,5,5,1,4,3,5,4,5,3,4,5,3,3,4,4,4,3,4,2,3,4,3,4,1,4,5,2,3,4,5,3,3,5,2,4,1,3,1,4,5,5,5
7488,3,51,1,1,1,2,GB,2,4,3,4,2,3,2,4,2,4,4,2,4,1,4,4,4,4,4,4,4,4,3,4,2,3,3,4,3,3,4,4,5,2,2,4,3,2,2,4,2,4,3,4,4,4,4,3,4,3
7489,3,18,1,2,1,5,US,4,3,3,2,4,2,5,3,4,3,4,4,2,2,2,1,2,2,1,2,1,5,2,5,1,5,1,5,5,5,3,4,3,3,3,4,3,2,3,3,2,2,5,1,4,2,4,2,5,5
7490,3,18,1,2,1,5,US,1,5,1,5,1,5,1,5,1,5,4,2,5,1,1,2,2,2,3,5,2,4,3,5,1,3,2,2,1,3,4,4,5,3,1,3,4,4,4,5,3,2,5,2,1,2,3,2,5,2
7491,3,17,1,1,1,1,GB,4,2,5,1,4,2,5,3,1,3,2,4,4,1,2,2,4,2,1,4,1,4,2,5,1,3,2,4,4,4,3,3,4,3,2,3,3,2,3,3,3,1,3,2,4,1,4,3,5,4
7492,3,35,1,1,1,1,US,2,4,5,2,4,2,4,2,3,4,2,5,2,4,2,2,2,2,1,2,1,4,2,4,2,5,2,4,4,4,4,2,4,2,3,2,5,2,5,4,3,2,4,2,4,2,4,2,4,4
7493,13,55,1,1,1,5,US,3,3,3,5,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,4,1,5,2,5,3,5,4,4,3,2,4,1,5,2,4,1,5,4,2,3,5,3,5,1,3,2,4,5
7494,11,17,1,2,1,1,PH,4,2,5,4,5,3,5,3,3,5,4,3,4,5,4,3,5,5,5,4,5,5,2,4,5,5,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,3,5,3,3,3,5,3,5,4
7495,6,22,2,1,1,1,BR,3,3,4,5,4,2,2,4,1,3,2,2,5,3,3,2,2,1,1,1,2,5,2,4,2,5,2,2,4,4,3,2,5,3,2,4,4,1,5,5,5,1,5,1,5,1,4,5,5,5
7496,3,17,2,2,1,1,FI,3,4,3,4,4,3,2,5,3,5,4,2,1,5,4,2,1,1,2,1,4,3,2,2,3,3,2,3,1,3,5,2,4,1,2,1,5,2,4,4,3,1,2,1,3,3,5,3,5,2
7497,11,18,2,2,1,1,ID,1,3,3,3,4,3,4,4,4,4,5,1,4,3,4,3,4,4,4,4,1,4,4,3,4,3,4,4,4,4,1,5,3,3,2,3,4,4,4,4,5,2,4,3,3,3,4,4,4,4
7498,3,56,2,1,1,1,US,2,5,4,4,3,2,2,2,4,2,2,2,4,3,2,3,2,2,2,2,4,2,1,2,4,2,4,2,2,3,4,1,4,1,3,1,4,1,4,3,4,1,5,2,5,1,4,2,3,4
7499,4,26,2,2,1,1,IN,2,4,5,4,5,4,3,1,1,4,5,1,5,5,4,5,5,5,4,5,3,5,1,5,4,5,2,3,5,4,5,2,5,2,3,2,4,4,4,4,4,1,5,1,4,2,4,2,4,4
7500,4,21,2,1,1,1,IN,2,3,3,4,3,3,3,2,3,5,1,4,2,3,1,1,2,3,2,3,2,2,1,2,3,5,2,2,2,3,5,5,4,3,3,5,4,3,2,4,4,1,5,1,5,5,5,4,5,5
7501,3,20,2,2,1,2,FI,2,2,4,4,4,2,2,4,3,4,4,4,4,3,3,3,2,1,3,3,1,4,1,4,1,4,1,4,4,3,4,2,4,2,2,3,4,2,5,4,5,2,4,2,4,2,5,4,5,4
7502,11,26,1,2,1,1,PH,5,1,5,2,5,1,5,1,5,1,2,5,5,1,1,5,5,5,5,5,1,5,3,5,1,5,1,5,5,5,2,5,5,5,1,5,1,5,1,5,5,5,5,5,5,1,1,5,5,5
7503,3,18,1,2,1,1,AE,1,4,3,5,3,2,2,4,2,5,5,3,5,1,4,4,3,4,3,5,1,5,1,5,2,4,1,4,5,3,4,3,4,4,3,3,5,3,4,4,5,2,5,1,5,1,4,5,4,4
7504,3,21,2,1,2,3,PL,1,2,1,4,3,4,1,4,2,4,2,3,2,4,1,2,2,2,3,2,4,2,4,2,4,2,2,2,2,3,4,2,3,2,3,4,3,2,4,4,4,2,4,3,3,2,4,4,4,4
7505,3,17,1,2,1,1,US,4,1,4,2,3,2,4,2,5,3,3,4,4,3,1,1,3,3,3,2,3,5,4,4,2,4,2,4,4,4,4,4,4,2,2,4,5,3,4,4,4,3,5,2,4,1,4,4,5,5
7506,3,31,1,2,1,5,US,2,2,3,3,3,2,3,4,1,3,3,3,5,2,3,2,2,1,2,3,3,4,4,3,4,2,3,3,2,4,4,3,5,2,2,2,4,1,4,4,5,4,4,3,4,2,4,5,4,5
7507,3,25,1,1,1,5,US,2,3,4,3,4,3,2,4,2,4,2,4,4,4,2,2,2,2,2,1,2,4,2,4,2,4,2,4,4,3,3,3,4,1,4,2,4,2,2,4,2,4,3,2,3,3,4,2,4,3
7508,3,16,1,2,1,2,US,4,1,5,1,5,1,5,3,5,1,5,3,4,3,2,4,5,5,5,2,1,5,3,4,1,4,1,4,4,3,2,5,4,5,2,5,1,3,2,3,3,1,5,1,4,1,5,3,2,4
7509,3,16,1,2,2,2,US,3,2,5,3,4,2,5,5,1,1,2,5,4,3,4,1,2,1,1,2,1,5,1,5,1,4,1,5,5,4,5,1,3,3,4,4,4,3,5,5,2,3,1,4,3,5,4,1,4,1
7511,11,22,2,1,1,2,MY,2,2,3,4,3,4,3,5,2,2,1,5,4,3,4,4,5,4,3,4,4,2,1,5,3,4,3,4,4,4,4,4,4,2,4,3,2,3,4,3,3,1,5,1,5,1,5,4,4,4
7512,6,23,1,2,1,5,US,4,1,5,2,4,2,5,2,4,2,4,2,4,1,1,2,3,2,3,1,1,5,1,4,3,3,1,4,4,4,5,3,5,2,5,1,5,1,5,5,5,2,3,3,4,1,4,2,4,4
7513,1,18,1,2,1,4,US,3,2,4,4,5,2,5,3,5,3,4,4,3,3,3,5,5,4,3,2,1,5,1,5,1,5,3,5,5,2,3,5,3,5,3,5,4,2,5,2,3,3,3,3,4,1,4,1,2,5
7514,3,18,1,2,1,4,US,4,2,4,3,5,1,2,2,4,4,3,4,3,5,3,2,4,2,2,1,1,5,1,5,2,4,2,5,4,5,4,4,5,4,3,5,2,2,2,5,4,3,5,1,5,1,4,3,5,5
7515,5,18,1,2,1,1,GB,1,5,1,5,1,2,1,4,2,5,5,1,5,3,5,5,4,4,4,3,1,5,1,4,2,5,4,3,2,3,4,1,4,1,3,1,4,3,4,3,3,5,3,3,3,3,4,4,4,2
7516,3,18,1,2,1,4,US,4,1,5,1,5,1,5,2,5,1,3,3,3,3,2,1,2,1,2,1,1,5,1,5,1,5,1,5,5,4,4,2,5,2,4,1,4,1,5,4,4,1,5,1,5,1,5,4,5,5
7517,3,19,1,2,1,4,US,1,2,5,4,5,2,5,5,1,5,5,5,4,2,2,4,2,1,1,1,1,5,1,5,1,4,1,5,5,4,4,4,5,1,4,1,5,1,3,2,3,3,2,2,3,2,4,1,5,2
7518,3,22,1,2,1,4,US,4,1,4,2,4,2,4,3,4,2,3,4,4,4,1,4,3,2,4,2,3,4,1,3,3,5,3,3,3,4,2,2,4,4,1,2,4,2,4,5,4,2,4,1,3,1,4,4,4,3
7519,13,21,1,2,1,5,US,1,4,3,3,2,4,1,5,1,5,3,2,5,4,3,3,5,3,3,4,2,3,1,3,3,5,3,4,5,3,4,2,3,2,4,3,2,3,4,3,2,3,3,3,2,3,3,2,3,3
7520,3,17,1,2,1,1,US,3,1,3,4,4,4,4,4,3,4,4,3,5,1,3,5,4,5,4,5,5,4,4,4,3,3,3,4,2,2,4,4,4,5,2,4,4,3,4,3,5,3,5,3,1,2,3,4,4,4
7521,3,66,1,3,1,2,US,2,2,4,2,4,2,4,4,3,2,2,3,3,4,2,2,2,1,1,1,1,5,1,5,4,4,1,5,4,5,4,2,5,2,4,2,4,1,3,5,5,1,3,1,5,2,5,5,5,4
7522,1,24,2,1,1,1,IN,1,5,2,1,5,5,1,1,5,5,5,3,5,5,2,5,5,5,5,5,3,5,1,2,2,5,1,3,5,5,1,1,5,1,2,5,1,2,5,1,2,4,4,1,1,5,5,1,3,1
7523,3,51,1,2,1,1,US,3,3,4,3,4,1,3,4,1,4,1,3,5,3,3,3,3,3,4,2,2,3,1,4,1,4,1,3,5,3,3,1,5,1,3,1,5,2,4,5,5,1,4,4,4,1,5,5,4,3
7524,12,23,1,2,1,5,US,5,3,5,5,5,3,2,2,5,5,4,3,4,3,2,5,4,3,5,3,1,5,4,5,1,5,2,2,5,5,4,5,5,5,3,5,4,3,5,5,5,2,5,3,5,1,4,4,5,5
7525,13,31,2,1,1,2,KE,1,1,4,2,4,2,4,2,4,3,2,4,3,3,3,1,2,2,2,3,1,5,1,3,1,4,1,4,4,5,4,2,3,2,4,2,4,3,3,5,4,1,4,1,5,1,3,3,5,5
7526,3,15,1,1,2,1,GB,4,2,2,4,2,5,3,1,5,3,5,1,5,2,5,5,5,5,5,4,2,4,5,4,2,3,4,3,4,2,3,4,5,5,1,5,4,3,3,3,4,3,4,2,3,4,4,4,4,4
7527,3,29,1,2,1,4,US,2,2,4,3,5,3,2,3,3,3,5,2,5,3,3,4,4,4,4,3,4,4,2,4,2,4,3,4,4,5,3,3,4,2,3,2,3,2,4,3,3,2,5,2,4,1,3,4,4,4
7528,4,22,2,2,1,1,IN,2,1,4,3,4,4,5,2,5,3,4,3,5,2,2,2,2,2,2,2,5,5,2,5,3,5,3,5,5,4,4,2,5,2,4,2,1,5,3,4,2,3,4,1,3,2,4,2,4,4
7529,12,24,1,2,1,1,US,4,3,3,3,4,2,4,3,4,3,3,4,5,3,4,3,3,2,4,2,1,5,2,5,1,4,1,5,5,5,3,5,5,3,1,4,4,2,3,4,4,1,5,1,4,1,4,4,5,5
7530,3,16,1,2,1,1,GB,2,2,1,2,1,4,1,2,2,5,4,2,5,3,2,2,4,2,5,3,4,3,4,2,4,2,4,2,3,2,4,2,5,3,2,3,4,3,4,5,4,3,1,3,3,5,5,4,3,3
7531,3,18,1,2,1,1,IE,3,1,4,3,4,3,5,3,4,2,3,4,5,3,2,3,3,4,3,4,1,5,1,4,2,4,2,3,4,4,4,3,4,3,2,4,3,3,3,3,3,3,5,2,3,3,4,3,5,4
7532,3,18,1,1,1,1,US,2,4,3,4,2,3,2,3,2,4,3,3,5,2,2,2,4,3,2,4,2,4,3,4,1,3,2,5,4,3,4,4,4,2,4,1,5,2,5,4,5,2,5,2,4,1,4,5,5,3
7533,11,48,2,2,1,1,PH,3,5,4,3,4,4,3,4,4,4,4,3,4,2,4,4,4,4,4,4,2,5,1,4,3,4,3,3,4,4,3,3,4,3,2,4,3,2,4,4,2,3,2,4,4,3,4,2,4,4
7534,3,13,1,1,1,1,GB,5,2,5,3,3,1,3,3,5,5,2,5,3,3,5,2,3,1,2,3,5,5,1,5,1,5,1,5,5,3,3,5,3,3,1,5,2,4,1,3,3,5,5,3,5,1,3,1,1,5
7536,3,53,1,1,1,1,CA,4,1,4,3,4,2,4,3,3,3,2,4,4,4,2,4,1,1,2,1,1,5,2,5,2,4,2,5,5,5,3,5,2,1,3,2,4,1,3,4,4,1,5,1,4,1,5,4,4,5
7537,3,42,2,1,1,1,NL,1,3,4,4,3,2,3,2,4,4,3,4,4,5,2,2,2,1,2,4,2,5,1,5,2,5,2,4,4,3,1,2,4,1,4,2,5,2,4,5,4,4,4,3,3,2,5,2,4,3
7539,3,23,2,2,1,5,IT,2,4,3,4,2,4,2,3,5,4,3,1,4,4,4,4,4,4,4,3,4,5,1,4,2,4,1,4,4,4,4,4,4,4,3,4,3,3,2,4,4,2,4,1,2,1,4,4,5,4
7540,3,22,2,1,1,1,CA,1,5,2,4,2,3,1,5,1,5,1,4,3,4,1,1,2,1,1,4,5,2,3,2,5,2,5,2,1,2,4,2,4,1,4,1,4,3,4,4,5,2,4,2,3,2,5,5,2,3
7541,13,20,2,1,1,1,IN,3,2,3,3,3,4,1,4,3,4,3,4,4,3,3,3,4,4,4,3,4,3,2,4,4,3,2,3,4,3,2,2,4,4,4,3,3,3,2,4,2,4,4,3,3,3,4,3,3,3
7542,13,43,2,2,1,1,US,3,3,5,2,4,2,3,3,2,3,2,4,2,5,2,2,1,1,2,1,1,4,2,2,2,4,1,4,4,3,4,1,3,1,2,1,5,1,4,4,4,2,3,4,4,2,5,3,4,2
7543,5,33,2,2,1,1,LB,3,4,4,1,4,1,2,4,2,2,2,5,2,5,4,1,1,1,1,1,3,4,1,5,2,5,2,4,5,4,5,3,4,2,2,1,4,1,4,4,5,1,5,1,5,1,5,2,2,5
7544,13,14,1,2,1,1,GB,1,4,1,4,2,4,1,5,1,5,4,3,4,3,3,4,5,3,5,3,1,4,3,4,1,4,1,4,2,4,3,3,4,3,1,5,2,3,2,3,3,2,4,1,3,1,4,5,5,4
7545,3,27,1,2,1,2,CA,1,4,2,5,2,3,1,5,1,4,2,3,3,5,4,3,2,1,3,1,1,4,3,5,3,5,3,5,4,5,5,2,4,1,5,1,4,1,5,5,5,2,3,1,4,3,5,5,4,4
7546,3,24,1,1,1,1,US,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,3,3,4,2,1,3,1,4,2,2,2,3,4,3,4,1,4,1,2,1,5,2,4,3,4,2,5,1,3,1,3,4,4,4
7547,3,50,1,2,1,2,CA,5,1,4,2,5,1,2,2,5,3,1,5,1,4,1,4,1,1,4,1,1,5,1,5,1,5,1,4,5,4,5,4,4,3,3,2,5,1,4,2,5,2,5,4,5,1,4,4,4,5
7548,3,65,1,1,1,1,US,2,4,3,4,4,3,3,4,3,3,2,4,1,4,2,3,2,2,3,1,2,4,2,4,2,4,3,4,4,4,4,4,3,1,2,1,2,1,1,3,5,1,5,1,4,5,4,4,4,4
7549,3,56,1,1,1,1,GB,4,2,5,1,5,2,4,2,4,2,2,4,2,4,2,2,2,1,1,2,1,4,1,5,1,5,2,4,4,4,4,3,4,1,3,3,2,1,3,5,3,2,3,2,4,2,4,1,4,3
7550,3,32,2,2,1,1,ZA,1,1,3,5,4,1,1,5,1,5,5,3,5,1,5,5,5,4,5,5,1,3,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,1,5,5,5,1,5,1,4,1,4,3,5,5
7551,3,15,1,2,1,1,US,2,2,2,3,2,4,1,5,2,5,4,2,4,2,2,3,3,3,3,5,3,2,3,3,2,5,2,3,4,3,2,2,4,2,1,4,4,4,3,3,4,4,5,1,3,2,3,4,4,5
7552,3,65,1,2,1,2,US,2,3,4,3,4,3,2,4,3,4,4,3,3,2,2,2,3,2,3,2,5,5,1,5,1,5,2,5,5,5,3,5,3,2,1,4,4,3,2,3,2,3,2,3,3,4,4,3,4,3
7553,3,34,2,2,1,1,CA,1,3,1,3,3,5,1,5,3,3,3,3,3,3,2,2,4,3,2,3,1,5,5,4,1,3,1,3,3,1,3,5,4,5,1,5,3,3,1,1,3,3,3,2,3,3,3,2,5,2
7554,12,23,1,2,1,1,NG,1,3,3,4,2,3,2,5,1,5,3,2,5,2,4,2,3,2,4,4,1,2,3,5,3,5,4,5,3,2,3,4,5,4,2,3,3,3,2,3,3,2,5,2,5,1,4,4,5,5
7555,3,58,1,2,1,5,US,2,3,3,3,3,3,2,4,2,4,5,3,4,3,4,4,3,1,3,1,1,3,1,5,2,5,2,2,4,4,5,5,4,4,3,5,4,1,4,3,5,4,3,3,4,3,4,1,4,5
7556,3,27,1,2,1,1,GB,1,2,4,3,5,2,4,5,1,3,4,3,5,1,5,5,3,1,2,4,1,5,2,4,1,5,2,4,3,5,1,5,4,4,1,5,3,1,3,3,3,4,4,2,2,3,3,1,5,3
7557,13,40,2,1,1,1,CA,3,3,3,3,3,3,3,3,2,4,4,3,4,2,3,3,3,1,3,2,3,4,1,4,2,4,2,4,3,3,3,2,3,4,2,5,3,3,2,5,3,2,4,2,4,2,4,3,4,3
